kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N15424,1421,2001,1,K,100,Orust,K
N15424,1421,2001,1,M,89,Orust,K
N15424,1421,2001,1,T,94.1,Orust,K
N15424,1421,2002,1,K,100,Orust,K
N15424,1421,2002,1,M,96,Orust,K
N15424,1421,2002,1,T,97,Orust,K
N15424,1421,2003,1,K,93,Orust,K
N15424,1421,2003,1,M,90,Orust,K
N15424,1421,2003,1,T,91.2,Orust,K
N15424,1421,2004,1,K,92,Orust,K
N15424,1421,2004,1,M,83,Orust,K
N15424,1421,2004,1,T,87.5,Orust,K
N15424,1421,2005,1,K,100,Orust,K
N15424,1421,2005,1,M,91,Orust,K
N15424,1421,2005,1,T,93.6,Orust,K
N15424,1421,2006,1,K,87,Orust,K
N15424,1421,2006,1,M,85,Orust,K
N15424,1421,2006,1,T,86,Orust,K
N15424,1421,2007,1,K,95,Orust,K
N15424,1421,2007,1,M,94,Orust,K
N15424,1421,2007,1,T,94.3,Orust,K
N15424,1421,2008,1,K,89,Orust,K
N15424,1421,2008,1,M,87,Orust,K
N15424,1421,2008,1,T,88,Orust,K
N15424,1421,2009,1,K,100,Orust,K
N15424,1421,2009,1,M,90,Orust,K
N15424,1421,2009,1,T,92.6,Orust,K
N15424,1421,2010,1,K,87,Orust,K
N15424,1421,2010,1,M,92,Orust,K
N15424,1421,2010,1,T,89.6,Orust,K
N15424,1421,2011,1,K,95,Orust,K
N15424,1421,2011,1,M,88.2,Orust,K
N15424,1421,2011,1,T,92.1,Orust,K
N15424,1421,2012,1,K,94,Orust,K
N15424,1421,2012,1,M,82.8,Orust,K
N15424,1421,2012,1,T,88.1,Orust,K
N15424,1421,2013,1,K,95,Orust,K
N15424,1421,2013,1,M,87.1,Orust,K
N15424,1421,2013,1,T,91.3,Orust,K
N15424,1421,2014,1,K,88.9,Orust,K
N15424,1421,2014,1,M,81,Orust,K
N15424,1421,2014,1,T,84.5,Orust,K
N15424,1421,2015,1,K,95,Orust,K
N15424,1421,2015,1,M,85.7,Orust,K
N15424,1421,2015,1,T,88.8,Orust,K
N15424,1421,2016,1,K,95,Orust,K
N15424,1421,2016,1,M,86.2,Orust,K
N15424,1421,2016,1,T,90.7,Orust,K
N15424,1421,2017,1,K,81.4,Orust,K
N15424,1421,2017,1,M,82.4,Orust,K
N15424,1421,2017,1,T,82,Orust,K
N15424,1421,2018,1,K,82.6,Orust,K
N15424,1421,2018,1,M,74,Orust,K
N15424,1421,2018,1,T,78.5,Orust,K
N15424,1421,2019,1,K,90.3,Orust,K
N15424,1421,2019,1,M,76.9,Orust,K
N15424,1421,2019,1,T,83.5,Orust,K
N15424,1427,1998,1,K,100,Sotenäs,K
N15424,1427,1998,1,M,100,Sotenäs,K
N15424,1427,1998,1,T,95.6,Sotenäs,K
N15424,1427,1999,1,K,100,Sotenäs,K
N15424,1427,1999,1,M,100,Sotenäs,K
N15424,1427,1999,1,T,97.8,Sotenäs,K
N15424,1427,2000,1,K,100,Sotenäs,K
N15424,1427,2000,1,M,92,Sotenäs,K
N15424,1427,2000,1,T,93.5,Sotenäs,K
N15424,1427,2001,1,K,100,Sotenäs,K
N15424,1427,2001,1,M,91,Sotenäs,K
N15424,1427,2001,1,T,92.4,Sotenäs,K
N15424,1427,2002,1,K,100,Sotenäs,K
N15424,1427,2002,1,M,88,Sotenäs,K
N15424,1427,2002,1,T,91.6,Sotenäs,K
N15424,1427,2003,1,K,100,Sotenäs,K
N15424,1427,2003,1,M,100,Sotenäs,K
N15424,1427,2003,1,T,92.5,Sotenäs,K
N15424,1427,2004,1,K,100,Sotenäs,K
N15424,1427,2004,1,M,92,Sotenäs,K
N15424,1427,2004,1,T,95.8,Sotenäs,K
N15424,1427,2005,1,K,100,Sotenäs,K
N15424,1427,2005,1,M,92,Sotenäs,K
N15424,1427,2005,1,T,94.1,Sotenäs,K
N15424,1427,2006,1,K,100,Sotenäs,K
N15424,1427,2006,1,M,87,Sotenäs,K
