kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N17464,1465,2017,1,M,69.565217,Svenljunga,K
N17464,1465,2017,1,T,55,Svenljunga,K
N17464,1465,2018,1,K,42.857143,Svenljunga,K
N17464,1465,2018,1,M,56.521739,Svenljunga,K
N17464,1465,2018,1,T,53.333333,Svenljunga,K
N17464,1465,2019,1,K,64.285714,Svenljunga,K
N17464,1465,2019,1,M,73.333333,Svenljunga,K
N17464,1465,2019,1,T,71.186441,Svenljunga,K
N17464,1465,2020,1,K,NA,Svenljunga,K
N17464,1465,2020,1,M,NA,Svenljunga,K
N17464,1465,2020,1,T,56.25,Svenljunga,K
N17464,1466,2015,1,K,76.666667,Herrljunga,K
N17464,1466,2015,1,M,81.481481,Herrljunga,K
N17464,1466,2015,1,T,79.761905,Herrljunga,K
N17464,1466,2016,1,K,74.074074,Herrljunga,K
N17464,1466,2016,1,M,74,Herrljunga,K
N17464,1466,2016,1,T,74.025974,Herrljunga,K
N17464,1466,2017,1,K,93.103448,Herrljunga,K
N17464,1466,2017,1,M,81.578947,Herrljunga,K
N17464,1466,2017,1,T,86.567164,Herrljunga,K
N17464,1466,2018,1,K,83.333333,Herrljunga,K
N17464,1466,2018,1,M,64.583333,Herrljunga,K
N17464,1466,2018,1,T,69.69697,Herrljunga,K
N17464,1466,2019,1,K,81.818182,Herrljunga,K
N17464,1466,2019,1,M,72.5,Herrljunga,K
N17464,1466,2019,1,T,75.806452,Herrljunga,K
N17464,1466,2020,1,K,53.846154,Herrljunga,K
N17464,1466,2020,1,M,63.043478,Herrljunga,K
N17464,1466,2020,1,T,61.016949,Herrljunga,K
N17464,1470,2015,1,K,52.173913,Vara,K
N17464,1470,2015,1,M,49.333333,Vara,K
N17464,1470,2015,1,T,50.413223,Vara,K
N17464,1470,2016,1,K,43.75,Vara,K
N17464,1470,2016,1,M,55.434783,Vara,K
N17464,1470,2016,1,T,52.419355,Vara,K
N17464,1470,2017,1,K,NA,Vara,K
N17464,1470,2017,1,M,NA,Vara,K
N17464,1470,2017,1,T,NA,Vara,K
N17464,1470,2018,1,K,62.068966,Vara,K
N17464,1470,2018,1,M,53.030303,Vara,K
N17464,1470,2018,1,T,55.789474,Vara,K
N17464,1470,2019,1,K,59.375,Vara,K
N17464,1470,2019,1,M,54.320988,Vara,K
N17464,1470,2019,1,T,55.752212,Vara,K
N17464,1470,2020,1,K,45,Vara,K
N17464,1470,2020,1,M,51.785714,Vara,K
N17464,1470,2020,1,T,48.958333,Vara,K
N17464,1471,2015,1,K,NA,Götene,K
N17464,1471,2015,1,M,NA,Götene,K
N17464,1471,2015,1,T,NA,Götene,K
N17464,1471,2016,1,K,NA,Götene,K
N17464,1471,2016,1,M,NA,Götene,K
N17464,1471,2016,1,T,NA,Götene,K
N17464,1471,2017,1,K,NA,Götene,K
N17464,1471,2017,1,M,NA,Götene,K
N17464,1471,2017,1,T,NA,Götene,K
N17464,1471,2018,1,K,NA,Götene,K
N17464,1471,2018,1,M,NA,Götene,K
N17464,1471,2018,1,T,NA,Götene,K
N17464,1471,2019,1,K,NA,Götene,K
N17464,1471,2019,1,M,NA,Götene,K
N17464,1471,2019,1,T,NA,Götene,K
N17464,1471,2020,1,K,NA,Götene,K
N17464,1471,2020,1,M,NA,Götene,K
N17464,1471,2020,1,T,NA,Götene,K
N17464,1472,2015,1,K,87.5,Tibro,K
N17464,1472,2015,1,M,78.16092,Tibro,K
N17464,1472,2015,1,T,81.818182,Tibro,K
N17464,1472,2016,1,K,73.239437,Tibro,K
N17464,1472,2016,1,M,66.197183,Tibro,K
N17464,1472,2016,1,T,69.71831,Tibro,K
N17464,1472,2017,1,K,84.090909,Tibro,K
N17464,1472,2017,1,M,69.512195,Tibro,K
N17464,1472,2017,1,T,74.603175,Tibro,K
N17464,1472,2018,1,K,64,Tibro,K
N17464,1472,2018,1,M,65.217391,Tibro,K
N17464,1472,2018,1,T,64.705882,Tibro,K
N17464,1472,2019,1,K,42.105263,Tibro,K
N17464,1472,2019,1,M,72.54902,Tibro,K
