Region,Resultat,År,Barnfattigdomsindex
1495,2,2010,5.7
1495,2,2009,6.0
1495,2,2008,5.2
1495,1+2,2019,10.1
1495,1+2,2018,9.4
1495,1+2,2017,11.3
1495,1+2,2016,13.6
1495,1+2,2015,12.8
1495,1+2,2014,13.1
1495,1+2,2013,12.7
1495,1+2,2012,10.2
1495,1+2,2011,10.2
1495,1+2,2010,10.2
1495,1+2,2009,9.8
1495,1+2,2008,9.2
1496,3,2019,28.4
1496,3,2018,27.9
1496,3,2017,27.1
1496,3,2016,26.3
1496,3,2015,25.6
1496,3,2014,24.7
1496,3,2013,24.0
1496,3,2012,22.8
1496,3,2011,22.4
1496,3,2010,22.3
1496,3,2009,21.7
1496,3,2008,20.7
1496,1,2019,13.6
1496,1,2018,15.1
1496,1,2017,18.1
1496,1,2016,15.4
1496,1,2015,17.5
1496,1,2014,19.5
1496,1,2013,20.4
1496,1,2012,20.4
1496,1,2011,23.4
1496,1,2010,23.3
1496,1,2009,24.8
1496,1,2008,19.5
1496,2,2019,1.7
1496,2,2018,1.6
1496,2,2017,1.7
1496,2,2016,1.8
1496,2,2015,2.3
1496,2,2014,2.7
1496,2,2013,3.0
1496,2,2012,3.0
1496,2,2011,3.5
1496,2,2010,4.0
1496,2,2009,3.8
1496,2,2008,3.1
1496,1+2,2019,5.1
1496,1+2,2018,5.4
1496,1+2,2017,6.1
1496,1+2,2016,5.4
1496,1+2,2015,6.2
1496,1+2,2014,6.8
1496,1+2,2013,7.2
1496,1+2,2012,7.0
1496,1+2,2011,8.0
1496,1+2,2010,8.3
1496,1+2,2009,8.4
1496,1+2,2008,6.5
1497,3,2019,17.4
1497,3,2018,17.9
1497,3,2017,17.1
1497,3,2016,15.9
1497,3,2015,16.1
1497,3,2014,14.0
1497,3,2013,14.0
1497,3,2012,13.2
1497,3,2011,12.4
1497,3,2010,12.8
1497,3,2009,12.3
1497,3,2008,11.1
1497,1,2019,20.5
1497,1,2018,22.2
1497,1,2017,22.5
1497,1,2016,21.4
1497,1,2015,26.9
1497,1,2014,19.6
1497,1,2013,18.7
1497,1,2012,14.4
1497,1,2011,18.7
1497,1,2010,19.2
1497,1,2009,27.8
1497,1,2008,19.1
1497,2,2019,3.5
1497,2,2018,3.4
1497,2,2017,3.6
1497,2,2016,3.5
1497,2,2015,4.5
1497,2,2014,6.3
1497,2,2013,4.9
1497,2,2012,5.2
1497,2,2011,6.7
1497,2,2010,6.4
1497,2,2009,8.1
1497,2,2008,5.0
1497,1+2,2019,6.4
1497,1+2,2018,6.8
1497,1+2,2017,6.8
1497,1+2,2016,6.4
1497,1+2,2015,8.1
1497,1+2,2014,8.2
1497,1+2,2013,6.8
1497,1+2,2012,6.4
1497,1+2,2011,8.2
1497,1+2,2010,8.0
1497,1+2,2009,10.5
1497,1+2,2008,6.6
1498,3,2019,22.2
1498,3,2018,21.7
1498,3,2017,20.9
1498,3,2016,19.5
1498,3,2015,18.2
1498,3,2014,17.4
1498,3,2013,16.0
1498,3,2012,15.6
1498,3,2011,15.3
1498,3,2010,14.8
1498,3,2009,14.2
1498,3,2008,14.0
1498,1,2019,27.5
1498,1,2018,22.4
1498,1,2017,26.8
1498,1,2016,29.4
1498,1,2015,21.3
1498,1,2014,26.7
1498,1,2013,25.3
1498,1,2012,20.4
1498,1,2011,25.2
1498,1,2010,26.0
1498,1,2009,30.7
1498,1,2008,29.5
1498,2,2019,5.0
1498,2,2018,4.8
1498,2,2017,6.1
1498,2,2016,5.9
1498,2,2015,4.8
1498,2,2014,6.4
1498,2,2013,8.5
1498,2,2012,9.2
1498,2,2011,7.6
1498,2,2010,9.6
1498,2,2009,8.5
1498,2,2008,5.9
1498,1+2,2019,10.0
1498,1+2,2018,8.6
1498,1+2,2017,10.4
1498,1+2,2016,10.5
1498,1+2,2015,7.8
1498,1+2,2014,10.0
1498,1+2,2013,11.2
1498,1+2,2012,11.0
1498,1+2,2011,10.3
1498,1+2,2010,12.0
1498,1+2,2009,11.7
1498,1+2,2008,9.2
1499,3,2019,33.5
1499,3,2018,31.9
1499,3,2017,30.8
1499,3,2016,29.3
1499,3,2015,27.8
1499,3,2014,25.7
1499,3,2013,24.5
1499,3,2012,21.4
1499,3,2011,19.7
1499,3,2010,18.6
1499,3,2009,17.8
1499,3,2008,16.3
1499,1,2019,31.3
1499,1,2018,31.3
1499,1,2017,28.5
1499,1,2016,38.6
1499,1,2015,46.8
1499,1,2014,44.5
1499,1,2013,49.4
1499,1,2012,42.3
1499,1,2011,41.2
1499,1,2010,41.7
1499,1,2009,39.5
1499,1,2008,35.9
1499,2,2019,3.3
1499,2,2018,3.5
1499,2,2017,2.7
1499,2,2016,3.3
1499,2,2015,3.7
1499,2,2014,4.1
1499,2,2013,4.5
1499,2,2012,4.5
1499,2,2011,5.2
1499,2,2010,5.5
1499,2,2009,6.0
1499,2,2008,5.6
1499,1+2,2019,12.7
1499,1+2,2018,12.4
1499,1+2,2017,10.7
1499,1+2,2016,13.6
1499,1+2,2015,15.7
1499,1+2,2014,14.5
1499,1+2,2013,15.5
1499,1+2,2012,12.5
1499,1+2,2011,12.3
1499,1+2,2010,12.2
1499,1+2,2009,11.9
1499,1+2,2008,10.5
